CustomerID,TotalOrders,TotalRevenue,AverageOrderValue,LifetimeMonths,PurchaseFrequency,CLTV,CustomerSegment
12576,5,1315.83,263.166,8.93,4.272014753342554,10039.54387878285,High Value
12577,3,626.6,208.86666666666667,10.77,4.272014753342554,9609.871555555555,High Value
12578,2,2794.51,1397.255,10.27,4.272014753342554,61302.59511484555,High Value
12579,1,440.42,440.42,1.0,4.272014753342554,1881.4807376671276,Medium Value
12580,1,415.7,415.7,1.0,4.272014753342554,1775.8765329644998,Medium Value
12581,1,197.71,197.71,1.0,4.272014753342554,844.6200368833564,Low Value
12582,2,511.36,255.68,1.63,4.272014753342554,1780.3980333794375,Medium Value
12583,15,7281.38,485.42533333333336,12.33,4.272014753342554,25569.265809017983,High Value
12584,9,2338.15,259.7944444444445,9.2,4.272014753342554,10210.580435428514,High Value
12585,2,2040.1,1020.05,3.9,4.272014753342554,16994.90773167358,High Value
12586,1,196.94000000000003,196.94000000000003,1.0,4.272014753342554,841.3305855232827,Low Value
12587,1,144.0,144.0,1.0,4.272014753342554,615.1701244813278,Low Value
12588,1,214.89999999999998,214.89999999999998,1.0,4.272014753342554,918.0559704933148,Low Value
12589,2,646.68,323.34,3.83,4.272014753342554,5290.429748824343,Medium Value
12590,2,9864.26,4932.13,1.0,4.272014753342554,21070.132125403412,High Value
12591,1,452.84999999999997,452.84999999999997,1.0,4.272014753342554,1934.5818810511755,Medium Value
12592,2,437.6,218.8,4.03,4.272014753342554,3766.9088169663446,Medium Value
12593,3,418.09999999999997,139.36666666666665,3.67,4.272014753342554,2185.031593975718,Medium Value
12594,10,3338.2200000000003,333.822,9.5,4.272014753342554,13547.87883540802,High Value
12596,2,618.27,309.135,6.33,4.272014753342554,8359.583347302903,High Value
12597,4,3811.22,952.805,8.27,4.272014753342554,33662.18333107422,High Value
12598,8,3023.08,377.885,9.17,4.272014753342554,14803.408805763023,High Value
12599,7,1032.58,147.51142857142855,9.17,4.272014753342554,5778.668062148455,Medium Value
12600,10,2599.04,259.904,11.4,4.272014753342554,12657.576435961273,High Value
12601,5,577.0600000000001,115.412,4.73,4.272014753342554,2332.0875565514066,Medium Value
12602,1,153.12,153.12,1.0,4.272014753342554,654.1308990318119,Low Value
12603,1,739.1999999999999,739.1999999999999,1.0,4.272014753342554,3157.8733056708156,Medium Value
12604,2,254.18,127.09,6.07,4.272014753342554,3295.5872548639927,Medium Value
12607,1,1579.51,1579.51,1.0,4.272014753342554,6747.690023052098,Medium Value
12609,3,1126.85,375.6166666666666,8.0,4.272014753342554,12837.119532810817,High Value
12610,5,2099.54,419.908,3.43,4.272014753342554,6152.916376689719,Medium Value
12611,1,1193.32,1193.32,1.0,4.272014753342554,5097.880645458737,Medium Value
12612,1,704.0400000000001,704.0400000000001,1.0,4.272014753342554,3007.6692669432923,Medium Value
12613,5,3344.38,668.876,6.8,4.272014753342554,19430.647353065928,High Value
12614,1,315.6,315.6,1.0,4.272014753342554,1348.24785615491,Low Value
12615,4,2291.19,572.7975,5.53,4.272014753342554,13531.906519847858,High Value
12616,2,713.3,356.65,6.73,4.272014753342554,10253.922635776855,High Value
12617,1,352.98,352.98,1.0,4.272014753342554,1507.9357676348548,Low Value
12618,1,177.31,177.31,1.0,4.272014753342554,757.4709359151683,Low Value
12619,9,3641.24,404.5822222222222,7.9,4.272014753342554,13654.211655960247,High Value
12620,3,1339.41,446.47,6.3,4.272014753342554,12016.156489626555,High Value
12621,20,13689.67,684.4835,12.13,4.272014753342554,35469.61939438912,High Value
12622,1,180.1,180.1,1.0,4.272014753342554,769.389857076994,Low Value
12623,1,305.1,305.1,1.0,4.272014753342554,1303.3917012448132,Low Value
12624,2,641.13,320.565,2.37,4.272014753342554,3245.6164302904567,Medium Value
12625,2,2683.82,1341.91,3.57,4.272014753342554,20465.593764038727,High Value
12626,9,6620.48,735.6088888888888,10.1,4.272014753342554,31739.57346283489,High Value
12627,7,4478.53,639.79,4.3,4.272014753342554,11752.72697187644,High Value
12628,3,786.46,262.15333333333336,2.0,4.272014753342554,2239.845815275857,Medium Value
12630,2,1270.88,635.44,1.13,4.272014753342554,3067.5082319963117,Medium Value
12631,1,640.5,640.5,1.0,4.272014753342554,2736.225449515906,Medium Value
12633,4,2163.98,540.995,7.63,4.272014753342554,17633.987681927156,High Value
12635,2,1689.18,844.59,2.17,4.272014753342554,7829.579040940525,Medium Value
12637,8,6002.9,750.3625,8.53,4.272014753342554,27343.42398812817,High Value
12638,1,671.69,671.69,1.0,4.272014753342554,2869.4695896726603,Medium Value
12639,1,486.1,486.1,1.0,4.272014753342554,2076.6263715998157,Medium Value
12640,3,1174.58,391.52666666666664,1.9,4.272014753342554,3177.9546230213614,Medium Value
12641,1,185.9,185.9,1.0,4.272014753342554,794.1675426463809,Low Value
12642,3,1013.26,337.75333333333333,2.73,4.272014753342554,3939.082118764407,Medium Value
12643,6,3344.64,557.4399999999999,6.8,4.272014753342554,16193.464947902257,High Value
12644,1,477.91,477.91,1.0,4.272014753342554,2041.63857076994,Medium Value
12645,4,1775.18,443.795,9.4,4.272014753342554,17821.448602120796,High Value
12646,2,1346.97,673.485,1.47,4.272014753342554,4229.392648547718,Medium Value
12647,12,3722.82,310.235,11.53,4.272014753342554,15281.03757044721,High Value
12648,1,318.05,318.05,1.0,4.272014753342554,1358.7142923005995,Low Value
12649,3,623.51,207.83666666666667,3.5,4.272014753342554,3107.5845719993854,Medium Value
12650,1,314.44,314.44,1.0,4.272014753342554,1343.2923190410327,Low Value
12651,1,114.0,114.0,1.0,4.272014753342554,487.00968188105116,Low Value
12652,1,919.98,919.98,1.0,4.272014753342554,3930.168132780083,Medium Value
12653,2,2209.85,1104.925,4.9,4.272014753342554,23129.253916551406,High Value
12654,5,601.98,120.396,9.47,4.272014753342554,4870.738133665283,Medium Value
12656,5,4051.17,810.234,7.2,4.272014753342554,24921.58753195021,High Value
12657,4,1643.18,410.795,2.23,4.272014753342554,3913.476730336561,Medium Value
12658,1,686.05,686.05,1.0,4.272014753342554,2930.815721530659,Medium Value
12659,1,91.68,91.68,1.0,4.272014753342554,391.6583125864454,Low Value
12660,1,245.1,245.1,1.0,4.272014753342554,1047.07081604426,Low Value
12662,11,3849.78,349.98,12.4,4.272014753342554,18539.484569847857,High Value
12664,9,4881.88,542.4311111111111,10.47,4.272014753342554,24261.855736775782,High Value
12665,1,63.0,63.0,1.0,4.272014753342554,269.1369294605809,Low Value
12667,1,620.13,620.13,1.0,4.272014753342554,2649.204508990318,Medium Value
12668,4,3807.15,951.7875,11.43,4.272014753342554,46474.95426659751,High Value
12669,3,2744.0299999999997,914.6766666666666,3.5,4.272014753342554,13676.292750883662,High Value
12670,5,2996.05,599.21,7.4,4.272014753342554,18942.771306592902,High Value
12672,1,225.89999999999998,225.89999999999998,1.0,4.272014753342554,965.0481327800828,Low Value
12673,2,610.52,305.26,10.7,4.272014753342554,13953.604892577225,High Value
12674,4,1970.6,492.65,5.63,4.272014753342554,11848.943424158597,High Value
12676,6,1331.39,221.89833333333334,9.53,4.272014753342554,9033.99164916244,High Value
12678,12,17628.46,1469.0383333333332,10.37,4.272014753342554,65079.56310255109,High Value
12679,4,1113.02,278.255,7.5,4.272014753342554,8915.320988934993,High Value
12680,4,862.81,215.7025,3.73,4.272014753342554,3437.136298501613,Medium Value
12681,22,13787.54,626.7063636363637,11.77,4.272014753342554,31511.807246380824,High Value
12682,31,12279.82,396.1232258064516,12.23,4.272014753342554,20696.147358342627,High Value
12683,15,8476.57,565.1046666666666,12.03,4.272014753342554,29042.04974238819,High Value
12684,7,2283.63,326.23285714285714,6.83,4.272014753342554,9518.776882789962,High Value
12685,6,2863.08,477.18,2.17,4.272014753342554,4423.5884,Medium Value
12686,1,89.14,89.14,1.0,4.272014753342554,380.80739511295525,Low Value
12688,1,4873.8099999999995,4873.8099999999995,1.0,4.272014753342554,20820.988224988472,High Value
12689,2,1247.61,623.805,3.37,4.272014753342554,8980.727030013832,High Value
12690,1,389.01,389.01,1.0,4.272014753342554,1661.856459197787,Medium Value
12691,6,1035.8,172.63333333333333,10.97,4.272014753342554,8090.288851698172,High Value
12693,4,855.91,213.9775,6.4,4.272014753342554,5850.336236053481,Medium Value
12694,2,869.67,434.835,3.73,4.272014753342554,6928.928326556016,Medium Value
12695,4,582.1,145.525,6.77,4.272014753342554,4208.807091055786,Medium Value
12697,3,957.59,319.19666666666666,4.67,4.272014753342554,6368.072099246964,Medium Value
12700,4,4939.99,1234.9975,6.9,4.272014753342554,36403.90002835408,High Value
12701,2,797.71,398.855,5.4,4.272014753342554,9201.138,High Value
12702,1,219.0,219.0,1.0,4.272014753342554,935.5712309820193,Low Value
12703,1,283.55,283.55,1.0,4.272014753342554,1211.3297833102813,Low Value
12704,8,2340.84,292.605,5.4,4.272014753342554,6750.06953526971,Medium Value
12705,9,6868.29,763.1433333333333,11.37,4.272014753342554,37068.014412263714,High Value
12707,1,603.42,603.42,1.0,4.272014753342554,2577.819142461964,Medium Value
12708,10,2712.91,271.291,11.27,4.272014753342554,13061.469670640847,High Value
12709,15,9706.52,647.1013333333334,11.7,4.272014753342554,32343.789382019368,High Value
12710,3,1149.02,383.00666666666666,3.47,4.272014753342554,5677.649153281081,Medium Value
12712,13,4396.13,338.1638461538462,11.4,4.272014753342554,16468.906713905737,High Value
12713,1,848.55,848.55,1.0,4.272014753342554,3625.018118948824,Medium Value
12714,5,4708.86,941.7719999999999,9.5,4.272014753342554,38221.006843706775,High Value
12715,1,343.36,343.36,1.0,4.272014753342554,1466.8389857076995,Low Value
12716,2,1053.49,526.745,4.3,4.272014753342554,9676.128368372521,High Value
12717,2,1030.98,515.49,3.13,4.272014753342554,6892.826170677732,Medium Value
12718,1,238.25,238.25,1.0,4.272014753342554,1017.8075149838635,Low Value
12719,2,644.95,322.475,1.97,4.272014753342554,2713.9073764407563,Medium Value
12720,25,5781.73,231.26919999999998,12.2,4.272014753342554,12053.422299603502,High Value
12721,6,2656.13,442.68833333333333,10.77,4.272014753342554,20367.912651498384,High Value
12722,4,997.63,249.4075,2.17,4.272014753342554,2312.0753675195942,Medium Value
12723,5,725.07,145.014,2.03,4.272014753342554,1257.5889533056709,Low Value
12724,4,1031.41,257.8525,10.9,4.272014753342554,12006.891557630244,High Value
12725,1,427.8,427.8,1.0,4.272014753342554,1827.5679114799448,Medium Value
12726,7,2609.1,372.7285714285714,10.97,4.272014753342554,17467.552458802606,High Value
12727,7,3980.7,568.6714285714286,10.3,4.272014753342554,25022.539146413754,High Value
12728,4,836.33,209.0825,8.7,4.272014753342554,7770.870664591977,Medium Value
12729,1,453.01,453.01,1.0,4.272014753342554,1935.2654034117104,Medium Value
12731,12,18895.91,1574.6591666666666,11.37,4.272014753342554,76485.61696719685,High Value
12732,1,236.26000000000002,236.26000000000002,1.0,4.272014753342554,1009.3062056247119,Low Value
12733,1,383.95,383.95,1.0,4.272014753342554,1640.2400645458736,Medium Value
12734,1,110.39999999999999,110.39999999999999,1.0,4.272014753342554,471.63042876901795,Low Value
12735,2,779.5699999999999,389.78499999999997,0.7,4.272014753342554,1165.617089442139,Low Value
12736,1,234.0,234.0,1.0,4.272014753342554,999.6514522821576,Low Value
12738,1,155.35,155.35,1.0,4.272014753342554,663.6574919317658,Low Value
12739,2,1013.04,506.52,0.67,4.272014753342554,1449.7868116182574,Low Value
12740,1,427.6,427.6,1.0,4.272014753342554,1826.7135085292762,Medium Value
12743,2,540.13,270.065,1.0,4.272014753342554,1153.7216643614568,Low Value
12744,7,21279.29,3039.8985714285714,8.87,4.272014753342554,115190.18001131527,High Value
12747,11,4196.01,381.4554545454546,12.2,4.272014753342554,19880.916620646298,High Value
12748,209,33053.19,158.14923444976077,12.4,4.272014753342554,8377.636698710185,High Value
12749,5,4090.88,818.176,6.97,4.272014753342554,24361.96180153066,High Value
12750,1,275.88,275.88,1.0,4.272014753342554,1178.5634301521438,Low Value
12752,1,4366.78,4366.78,1.0,4.272014753342554,18654.948584601196,High Value
12753,6,21429.39,3571.565,11.3,4.272014753342554,172412.89560949747,High Value
12754,3,3010.74,1003.5799999999999,2.4,4.272014753342554,10289.540558782848,High Value
12755,2,3811.95,1905.975,2.83,4.272014753342554,23042.85989419087,High Value
12756,1,112.07999999999998,112.07999999999998,1.0,4.272014753342554,478.8074135546334,Low Value
12757,13,7834.650000000001,602.6653846153847,6.5,4.272014753342554,16734.870193637624,High Value
12758,2,2791.59,1395.795,5.3,4.272014753342554,31603.141213001385,High Value
12759,3,1531.44,510.48,7.43,4.272014753342554,16203.181218257263,High Value
12762,2,1898.52,949.26,0.57,4.272014753342554,2311.494053112033,Medium Value
12763,2,494.08,247.04,7.67,4.272014753342554,8094.599884186259,High Value
12764,1,1693.88,1693.88,1.0,4.272014753342554,7236.280350391886,Medium Value
12766,7,6989.63,998.5185714285715,12.07,4.272014753342554,51486.83084835672,High Value
12769,1,1143.6,1143.6,1.0,4.272014753342554,4885.476071922544,Medium Value
12770,1,1351.45,1351.45,1.0,4.272014753342554,5773.414338404795,Medium Value
